,주택매매가격지수 (KB),부동산 소비 심리 지수,월간_매매가격지수_종합,주택매매전체건수,,
2020-09-11,82.495,121.2,92.68316522,141419,,
2020-09-14,82.495,121.2,92.68316522,141419,,
2020-09-15,82.495,121.2,92.68316522,141419,,
2020-09-16,82.495,121.2,92.68316522,141419,,
2020-09-17,82.495,121.2,92.68316522,141419,,
2020-09-18,82.495,121.2,92.68316522,141419,,
2020-09-21,83.137,120.3,93.12136817,141419,,
2020-09-22,83.137,120.3,93.12136817,141419,,
2020-09-23,83.137,120.3,93.12136817,141419,,
2020-09-24,83.137,120.3,93.12136817,141419,,
2020-09-25,83.137,120.3,93.12136817,141419,,
2020-09-28,83.137,120.3,93.12136817,141419,,
2020-09-29,83.137,120.3,93.12136817,141419,,
2020-10-05,83.137,120.3,93.12136817,85272,,
2020-10-06,83.137,120.3,93.12136817,85272,,
2020-10-07,83.137,120.3,93.12136817,85272,,
2020-10-08,83.137,120.3,93.12136817,85272,,
2020-10-12,83.137,120.3,93.12136817,85272,,
2020-10-13,83.137,120.3,93.12136817,85272,,
2020-10-14,83.137,120.3,93.12136817,85272,,
2020-10-15,83.137,120.3,93.12136817,85272,,
2020-10-16,83.137,120.3,93.12136817,85272,,
2020-10-19,83.137,120.3,93.12136817,85272,,
2020-10-20,83.798,121.1,93.51507395,85272,,
2020-10-21,83.798,121.1,93.51507395,85272,,
2020-10-22,83.798,121.1,93.51507395,85272,,
2020-10-23,83.798,121.1,93.51507395,85272,,
2020-10-26,83.798,121.1,93.51507395,85272,,
2020-10-27,83.798,121.1,93.51507395,85272,,
2020-10-28,83.798,121.1,93.51507395,85272,,
2020-10-29,83.798,121.1,93.51507395,85272,,
2020-10-30,83.798,121.1,93.51507395,85272,,
2020-11-02,83.798,121.1,93.51507395,81928,,
2020-11-03,83.798,121.1,93.51507395,81928,,
2020-11-04,83.798,121.1,93.51507395,81928,,
2020-11-05,83.798,121.1,93.51507395,81928,,
2020-11-06,83.798,121.1,93.51507395,81928,,
2020-11-09,83.798,121.1,93.51507395,81928,,
2020-11-10,83.798,121.1,93.51507395,81928,,
2020-11-11,83.798,121.1,93.51507395,81928,,
2020-11-12,83.798,121.1,93.51507395,81928,,
2020-11-13,83.798,121.1,93.51507395,81928,,
2020-11-16,83.798,121.1,93.51507395,81928,,
2020-11-17,83.798,121.1,93.51507395,81928,,
2020-11-18,83.798,121.1,93.51507395,81928,,
2020-11-19,83.798,121.1,93.51507395,81928,,
2020-11-20,84.359,128.2,93.81239916,81928,,
2020-11-23,84.359,128.2,93.81239916,81928,,
2020-11-24,84.359,128.2,93.81239916,81928,,
2020-11-25,84.359,128.2,93.81239916,81928,,
2020-11-26,84.359,128.2,93.81239916,81928,,
2020-11-27,84.359,128.2,93.81239916,81928,,
2020-11-30,84.359,128.2,93.81239916,81928,,
2020-12-01,84.359,128.2,93.81239916,92769,,
2020-12-02,84.359,128.2,93.81239916,92769,,
2020-12-03,84.359,128.2,93.81239916,92769,,
2020-12-04,84.359,128.2,93.81239916,92769,,
2020-12-07,84.359,128.2,93.81239916,92769,,
2020-12-08,84.359,128.2,93.81239916,92769,,
2020-12-09,84.359,128.2,93.81239916,92769,,
2020-12-10,84.359,128.2,93.81239916,92769,,
2020-12-11,84.359,128.2,93.81239916,92769,,
2020-12-14,84.359,128.2,93.81239916,92769,,
2020-12-15,84.359,128.2,93.81239916,92769,,
2020-12-16,84.359,128.2,93.81239916,92769,,
2020-12-17,84.359,128.2,93.81239916,92769,,
2020-12-18,84.359,128.2,93.81239916,92769,,
2020-12-21,85.568,131.7,94.31680133,92769,,
2020-12-22,85.568,131.7,94.31680133,92769,,
2020-12-23,85.568,131.7,94.31680133,92769,,
2020-12-24,85.568,131.7,94.31680133,92769,,
2020-12-28,85.568,131.7,94.31680133,92769,,
2020-12-29,85.568,131.7,94.31680133,92769,,
2020-12-30,85.568,131.7,94.31680133,92769,,
2021-01-04,85.568,131.7,94.31680133,116758,,
2021-01-05,85.568,131.7,94.31680133,116758,,
2021-01-06,85.568,131.7,94.31680133,116758,,
2021-01-07,85.568,131.7,94.31680133,116758,,
2021-01-08,85.568,131.7,94.31680133,116758,,
2021-01-11,85.568,131.7,94.31680133,116758,,
2021-01-12,85.568,131.7,94.31680133,116758,,
2021-01-13,85.568,131.7,94.31680133,116758,,
2021-01-14,85.568,131.7,94.31680133,116758,,
2021-01-15,85.568,131.7,94.31680133,116758,,
2021-01-18,85.568,131.7,94.31680133,116758,,
2021-01-19,85.568,131.7,94.31680133,116758,,
2021-01-20,86.735,127.7,95.16448164,116758,,
2021-01-21,86.735,127.7,95.16448164,116758,,
2021-01-22,86.735,127.7,95.16448164,116758,,
2021-01-25,86.735,127.7,95.16448164,116758,,
2021-01-26,86.735,127.7,95.16448164,116758,,
2021-01-27,86.735,127.7,95.16448164,116758,,
2021-01-28,86.735,127.7,95.16448164,116758,,
2021-01-29,86.735,127.7,95.16448164,116758,,
2021-02-01,86.735,127.7,95.16448164,140281,,
2021-02-02,86.735,127.7,95.16448164,140281,,
2021-02-03,86.735,127.7,95.16448164,140281,,
2021-02-04,86.735,127.7,95.16448164,140281,,
2021-02-05,86.735,127.7,95.16448164,140281,,
2021-02-08,86.735,127.7,95.16448164,140281,,
2021-02-09,86.735,127.7,95.16448164,140281,,
2021-02-10,86.735,127.7,95.16448164,140281,,
2021-02-15,86.735,127.7,95.16448164,140281,,
2021-02-16,86.735,127.7,95.16448164,140281,,
2021-02-17,86.735,127.7,95.16448164,140281,,
2021-02-18,86.735,127.7,95.16448164,140281,,
2021-02-19,86.735,127.7,95.16448164,140281,,
2021-02-22,87.767,125.3,95.91699718,140281,,
2021-02-23,87.767,125.3,95.91699718,140281,,
2021-02-24,87.767,125.3,95.91699718,140281,,
2021-02-25,87.767,125.3,95.91699718,140281,,
2021-02-26,87.767,125.3,95.91699718,140281,,
2021-03-02,87.767,125.3,95.91699718,90679,,
2021-03-03,87.767,125.3,95.91699718,90679,,
2021-03-04,87.767,125.3,95.91699718,90679,,
2021-03-05,87.767,125.3,95.91699718,90679,,
2021-03-08,87.767,125.3,95.91699718,90679,,
2021-03-09,87.767,125.3,95.91699718,90679,,
2021-03-10,87.767,125.3,95.91699718,90679,,
2021-03-11,87.767,125.3,95.91699718,90679,,
2021-03-12,87.767,125.3,95.91699718,90679,,
2021-03-15,87.767,125.3,95.91699718,90679,,
2021-03-16,87.767,125.3,95.91699718,90679,,
2021-03-17,87.767,125.3,95.91699718,90679,,
2021-03-18,87.767,125.3,95.91699718,90679,,
2021-03-19,87.767,125.3,95.91699718,90679,,
2021-03-22,88.962,123.4,96.77535279,90679,,
2021-03-23,88.962,123.4,96.77535279,90679,,
2021-03-24,88.962,123.4,96.77535279,90679,,
2021-03-25,88.962,123.4,96.77535279,90679,,
2021-03-26,88.962,123.4,96.77535279,90679,,
2021-03-29,88.962,123.4,96.77535279,90679,,
2021-03-30,88.962,123.4,96.77535279,90679,,
2021-03-31,88.962,123.4,96.77535279,90679,,
2021-04-01,88.962,123.4,96.77535279,87021,,
2021-04-02,88.962,123.4,96.77535279,87021,,
2021-04-05,88.962,123.4,96.77535279,87021,,
2021-04-06,88.962,123.4,96.77535279,87021,,
2021-04-07,88.962,123.4,96.77535279,87021,,
2021-04-08,88.962,123.4,96.77535279,87021,,
2021-04-09,88.962,123.4,96.77535279,87021,,
2021-04-12,88.962,123.4,96.77535279,87021,,
2021-04-13,88.962,123.4,96.77535279,87021,,
2021-04-14,88.962,123.4,96.77535279,87021,,
2021-04-15,88.962,123.4,96.77535279,87021,,
2021-04-16,88.962,123.4,96.77535279,87021,,
2021-04-19,88.962,123.4,96.77535279,87021,,
2021-04-20,90.135,120.1,97.4872193,87021,,
2021-04-21,90.135,120.1,97.4872193,87021,,
2021-04-22,90.135,120.1,97.4872193,87021,,
2021-04-23,90.135,120.1,97.4872193,87021,,
2021-04-26,90.135,120.1,97.4872193,87021,,
2021-04-27,90.135,120.1,97.4872193,87021,,
2021-04-28,90.135,120.1,97.4872193,87021,,
2021-04-29,90.135,120.1,97.4872193,87021,,
2021-04-30,90.135,120.1,97.4872193,87021,,
2021-05-03,90.135,120.1,97.4872193,102109,,
2021-05-04,90.135,120.1,97.4872193,102109,,
2021-05-06,90.135,120.1,97.4872193,102109,,
2021-05-07,90.135,120.1,97.4872193,102109,,
2021-05-10,90.135,120.1,97.4872193,102109,,
2021-05-11,90.135,120.1,97.4872193,102109,,
2021-05-12,90.135,120.1,97.4872193,102109,,
2021-05-13,90.135,120.1,97.4872193,102109,,
2021-05-14,90.135,120.1,97.4872193,102109,,
2021-05-17,90.135,120.1,97.4872193,102109,,
2021-05-18,90.135,120.1,97.4872193,102109,,
2021-05-20,91.091,117.8,98.17542084,102109,,
2021-05-21,91.091,117.8,98.17542084,102109,,
2021-05-24,91.091,117.8,98.17542084,102109,,
2021-05-25,91.091,117.8,98.17542084,102109,,
2021-05-26,91.091,117.8,98.17542084,102109,,
2021-05-27,91.091,117.8,98.17542084,102109,,
2021-05-28,91.091,117.8,98.17542084,102109,,
2021-05-31,91.091,117.8,98.17542084,102109,,
2021-06-01,91.091,117.8,98.17542084,93068,,
2021-06-02,91.091,117.8,98.17542084,93068,,
2021-06-03,91.091,117.8,98.17542084,93068,,
2021-06-04,91.091,117.8,98.17542084,93068,,
2021-06-07,91.091,117.8,98.17542084,93068,,
2021-06-08,91.091,117.8,98.17542084,93068,,
2021-06-09,91.091,117.8,98.17542084,93068,,
2021-06-10,91.091,117.8,98.17542084,93068,,
2021-06-11,91.091,117.8,98.17542084,93068,,
2021-06-14,91.091,117.8,98.17542084,93068,,
2021-06-15,91.091,117.8,98.17542084,93068,,
2021-06-16,91.091,117.8,98.17542084,93068,,
2021-06-17,91.091,117.8,98.17542084,93068,,
2021-06-18,91.091,117.8,98.17542084,93068,,
2021-06-21,91.964,121.7,98.86155873,93068,,
2021-06-22,91.964,121.7,98.86155873,93068,,
2021-06-23,91.964,121.7,98.86155873,93068,,
2021-06-24,91.964,121.7,98.86155873,93068,,
2021-06-25,91.964,121.7,98.86155873,93068,,
2021-06-28,91.964,121.7,98.86155873,93068,,
2021-06-29,91.964,121.7,98.86155873,93068,,
2021-06-30,91.964,121.7,98.86155873,93068,,
2021-07-01,91.964,121.7,98.86155873,97524,,
2021-07-02,91.964,121.7,98.86155873,97524,,
2021-07-05,91.964,121.7,98.86155873,97524,,
2021-07-06,91.964,121.7,98.86155873,97524,,
2021-07-07,91.964,121.7,98.86155873,97524,,
2021-07-08,91.964,121.7,98.86155873,97524,,
2021-07-09,91.964,121.7,98.86155873,97524,,
2021-07-12,91.964,121.7,98.86155873,97524,,
2021-07-13,91.964,121.7,98.86155873,97524,,
2021-07-14,91.964,121.7,98.86155873,97524,,
2021-07-15,91.964,121.7,98.86155873,97524,,
2021-07-16,91.964,121.7,98.86155873,97524,,
2021-07-19,91.964,121.7,98.86155873,97524,,
2021-07-20,93.169,125.2,100,97524,,
2021-07-21,93.169,125.2,100,97524,,
2021-07-22,93.169,125.2,100,97524,,
2021-07-23,93.169,125.2,100,97524,,
2021-07-26,93.169,125.2,100,97524,,
2021-07-27,93.169,125.2,100,97524,,
2021-07-28,93.169,125.2,100,97524,,
2021-07-29,93.169,125.2,100,97524,,
2021-07-30,93.169,125.2,100,97524,,
2021-08-02,93.169,125.2,100,88922,,
2021-08-03,93.169,125.2,100,88922,,
2021-08-04,93.169,125.2,100,88922,,
2021-08-05,93.169,125.2,100,88922,,
2021-08-06,93.169,125.2,100,88922,,
2021-08-09,93.169,125.2,100,88922,,
2021-08-10,93.169,125.2,100,88922,,
2021-08-11,93.169,125.2,100,88922,,
2021-08-12,93.169,125.2,100,88922,,
2021-08-13,93.169,125.2,100,88922,,
2021-08-17,93.169,125.2,100,88922,,
2021-08-18,93.169,125.2,100,88922,,
2021-08-19,93.169,125.2,100,88922,,
2021-08-20,94.256,126.4,100.8527701,88922,,
2021-08-23,94.256,126.4,100.8527701,88922,,
2021-08-24,94.256,126.4,100.8527701,88922,,
2021-08-25,94.256,126.4,100.8527701,88922,,
2021-08-26,94.256,126.4,100.8527701,88922,,
2021-08-27,94.256,126.4,100.8527701,88922,,
2021-08-30,94.256,126.4,100.8527701,88922,,
2021-08-31,94.256,126.4,100.8527701,88922,,
2021-09-01,94.256,126.4,100.8527701,88937,,
2021-09-02,94.256,126.4,100.8527701,88937,,
2021-09-03,94.256,126.4,100.8527701,88937,,
2021-09-06,94.256,126.4,100.8527701,88937,,
2021-09-07,94.256,126.4,100.8527701,88937,,
2021-09-08,94.256,126.4,100.8527701,88937,,
2021-09-09,94.256,126.4,100.8527701,88937,,
2021-09-10,94.256,126.4,100.8527701,88937,,
2021-09-13,94.256,126.4,100.8527701,88937,,
2021-09-14,94.256,126.4,100.8527701,88937,,
2021-09-15,94.256,126.4,100.8527701,88937,,
2021-09-16,94.256,126.4,100.8527701,88937,,
2021-09-17,94.256,126.4,100.8527701,88937,,
2021-09-23,95.666,127.8,101.8232676,88937,,
2021-09-24,95.666,127.8,101.8232676,88937,,
2021-09-27,95.666,127.8,101.8232676,88937,,
2021-09-28,95.666,127.8,101.8232676,88937,,
2021-09-29,95.666,127.8,101.8232676,88937,,
2021-09-30,95.666,127.8,101.8232676,88937,,
2021-10-01,95.666,127.8,101.8232676,89057,,
2021-10-05,95.666,127.8,101.8232676,89057,,
2021-10-06,95.666,127.8,101.8232676,89057,,
2021-10-07,95.666,127.8,101.8232676,89057,,
2021-10-08,95.666,127.8,101.8232676,89057,,
2021-10-12,95.666,127.8,101.8232676,89057,,
2021-10-13,95.666,127.8,101.8232676,89057,,
2021-10-14,95.666,127.8,101.8232676,89057,,
2021-10-15,95.666,127.8,101.8232676,89057,,
2021-10-18,95.666,127.8,101.8232676,89057,,
2021-10-19,95.666,127.8,101.8232676,89057,,
2021-10-20,97.123,127.0,102.7556195,89057,,
2021-10-21,97.123,127.0,102.7556195,89057,,
2021-10-22,97.123,127.0,102.7556195,89057,,
2021-10-25,97.123,127.0,102.7556195,89057,,
2021-10-26,97.123,127.0,102.7556195,89057,,
2021-10-27,97.123,127.0,102.7556195,89057,,
2021-10-28,97.123,127.0,102.7556195,89057,,
2021-10-29,97.123,127.0,102.7556195,89057,,
2021-11-01,97.123,127.0,102.7556195,81631,,
2021-11-02,97.123,127.0,102.7556195,81631,,
2021-11-03,97.123,127.0,102.7556195,81631,,
2021-11-04,97.123,127.0,102.7556195,81631,,
2021-11-05,97.123,127.0,102.7556195,81631,,
2021-11-08,97.123,127.0,102.7556195,81631,,
2021-11-09,97.123,127.0,102.7556195,81631,,
2021-11-10,97.123,127.0,102.7556195,81631,,
2021-11-11,97.123,127.0,102.7556195,81631,,
2021-11-12,97.123,127.0,102.7556195,81631,,
2021-11-15,97.123,127.0,102.7556195,81631,,
2021-11-16,97.123,127.0,102.7556195,81631,,
2021-11-17,97.123,127.0,102.7556195,81631,,
2021-11-18,97.123,127.0,102.7556195,81631,,
2021-11-19,97.123,127.0,102.7556195,81631,,
2021-11-22,98.14,118.9,103.6644343,81631,,
2021-11-23,98.14,118.9,103.6644343,81631,,
2021-11-24,98.14,118.9,103.6644343,81631,,
2021-11-25,98.14,118.9,103.6644343,81631,,
2021-11-26,98.14,118.9,103.6644343,81631,,
2021-11-29,98.14,118.9,103.6644343,81631,,
2021-11-30,98.14,118.9,103.6644343,81631,,
2021-12-01,98.14,118.9,103.6644343,75290,,
2021-12-02,98.14,118.9,103.6644343,75290,,
2021-12-03,98.14,118.9,103.6644343,75290,,
2021-12-06,98.14,118.9,103.6644343,75290,,
2021-12-07,98.14,118.9,103.6644343,75290,,
2021-12-08,98.14,118.9,103.6644343,75290,,
2021-12-09,98.14,118.9,103.6644343,75290,,
2021-12-10,98.14,118.9,103.6644343,75290,,
2021-12-13,98.14,118.9,103.6644343,75290,,
2021-12-14,98.14,118.9,103.6644343,75290,,
2021-12-15,98.14,118.9,103.6644343,75290,,
2021-12-16,98.14,118.9,103.6644343,75290,,
2021-12-17,98.14,118.9,103.6644343,75290,,
2021-12-20,99.224,111.6,104.3169996,75290,,
2021-12-21,99.224,111.6,104.3169996,75290,,
2021-12-22,99.224,111.6,104.3169996,75290,,
2021-12-23,99.224,111.6,104.3169996,75290,,
2021-12-24,99.224,111.6,104.3169996,75290,,
2021-12-27,99.224,111.6,104.3169996,75290,,
2021-12-28,99.224,111.6,104.3169996,75290,,
2021-12-29,99.224,111.6,104.3169996,75290,,
2021-12-30,99.224,111.6,104.3169996,75290,,
2022-01-03,99.224,111.6,104.3169996,67159,,
2022-01-04,99.224,111.6,104.3169996,67159,,
2022-01-05,99.224,111.6,104.3169996,67159,,
2022-01-06,99.224,111.6,104.3169996,67159,,
2022-01-07,99.224,111.6,104.3169996,67159,,
2022-01-10,99.224,111.6,104.3169996,67159,,
2022-01-11,99.224,111.6,104.3169996,67159,,
2022-01-12,99.224,111.6,104.3169996,67159,,
2022-01-13,99.224,111.6,104.3169996,67159,,
2022-01-14,99.224,111.6,104.3169996,67159,,
2022-01-17,99.224,111.6,104.3169996,67159,,
2022-01-18,99.224,111.6,104.3169996,67159,,
2022-01-19,99.224,111.6,104.3169996,67159,,
2022-01-20,99.72,104.3,104.6169034,67159,,
2022-01-21,99.72,104.3,104.6169034,67159,,
2022-01-24,99.72,104.3,104.6169034,67159,,
2022-01-25,99.72,104.3,104.6169034,67159,,
2022-01-26,99.72,104.3,104.6169034,67159,,
2022-01-27,99.72,104.3,104.6169034,67159,,
2022-01-28,99.72,104.3,104.6169034,67159,,
2022-02-03,99.72,104.3,104.6169034,53774,,
2022-02-04,99.72,104.3,104.6169034,53774,,
2022-02-07,99.72,104.3,104.6169034,53774,,
2022-02-08,99.72,104.3,104.6169034,53774,,
2022-02-09,99.72,104.3,104.6169034,53774,,
2022-02-10,99.72,104.3,104.6169034,53774,,
2022-02-11,99.72,104.3,104.6169034,53774,,
2022-02-14,99.72,104.3,104.6169034,53774,,
2022-02-15,99.72,104.3,104.6169034,53774,,
2022-02-16,99.72,104.3,104.6169034,53774,,
2022-02-17,99.72,104.3,104.6169034,53774,,
2022-02-18,99.72,104.3,104.6169034,53774,,
2022-02-21,100,101.9,104.7193237,53774,,
2022-02-22,100,101.9,104.7193237,53774,,
2022-02-23,100,101.9,104.7193237,53774,,
2022-02-24,100,101.9,104.7193237,53774,,
2022-02-25,100,101.9,104.7193237,53774,,
2022-02-28,100,101.9,104.7193237,53774,,
2022-03-02,100,101.9,104.7193237,41709,,
2022-03-03,100,101.9,104.7193237,41709,,
2022-03-04,100,101.9,104.7193237,41709,,
2022-03-07,100,101.9,104.7193237,41709,,
2022-03-08,100,101.9,104.7193237,41709,,
2022-03-10,100,101.9,104.7193237,41709,,
2022-03-11,100,101.9,104.7193237,41709,,
2022-03-14,100,101.9,104.7193237,41709,,
2022-03-15,100,101.9,104.7193237,41709,,
2022-03-16,100,101.9,104.7193237,41709,,
2022-03-17,100,101.9,104.7193237,41709,,
2022-03-18,100,101.9,104.7193237,41709,,
2022-03-21,100.207,103.7,104.7501852,41709,,
2022-03-22,100.207,103.7,104.7501852,41709,,
2022-03-23,100.207,103.7,104.7501852,41709,,
2022-03-24,100.207,103.7,104.7501852,41709,,
2022-03-25,100.207,103.7,104.7501852,41709,,
2022-03-28,100.207,103.7,104.7501852,41709,,
2022-03-29,100.207,103.7,104.7501852,41709,,
2022-03-30,100.207,103.7,104.7501852,41709,,
2022-03-31,100.207,103.7,104.7501852,41709,,
2022-04-01,100.207,103.7,104.7501852,43179,,
2022-04-04,100.207,103.7,104.7501852,43179,,
2022-04-05,100.207,103.7,104.7501852,43179,,
2022-04-06,100.207,103.7,104.7501852,43179,,
2022-04-07,100.207,103.7,104.7501852,43179,,
2022-04-08,100.207,103.7,104.7501852,43179,,
2022-04-11,100.207,103.7,104.7501852,43179,,
2022-04-12,100.207,103.7,104.7501852,43179,,
2022-04-13,100.207,103.7,104.7501852,43179,,
2022-04-14,100.207,103.7,104.7501852,43179,,
2022-04-15,100.207,103.7,104.7501852,43179,,
2022-04-18,100.207,103.7,104.7501852,43179,,
2022-04-19,100.207,103.7,104.7501852,43179,,
2022-04-20,100.306,106.5,104.7681327,43179,,
2022-04-21,100.306,106.5,104.7681327,43179,,
2022-04-22,100.306,106.5,104.7681327,43179,,
2022-04-25,100.306,106.5,104.7681327,43179,,
2022-04-26,100.306,106.5,104.7681327,43179,,
2022-04-27,100.306,106.5,104.7681327,43179,,
2022-04-28,100.306,106.5,104.7681327,43179,,
2022-04-29,100.306,106.5,104.7681327,43179,,
2022-05-02,100.306,106.5,104.7681327,53461,,
2022-05-03,100.306,106.5,104.7681327,53461,,
2022-05-04,100.306,106.5,104.7681327,53461,,
2022-05-06,100.306,106.5,104.7681327,53461,,
2022-05-09,100.306,106.5,104.7681327,53461,,
2022-05-10,100.306,106.5,104.7681327,53461,,
2022-05-11,100.306,106.5,104.7681327,53461,,
2022-05-12,100.306,106.5,104.7681327,53461,,
2022-05-13,100.306,106.5,104.7681327,53461,,
2022-05-16,100.306,106.5,104.7681327,53461,,
2022-05-17,100.306,106.5,104.7681327,53461,,
2022-05-18,100.306,106.5,104.7681327,53461,,
2022-05-19,100.306,106.5,104.7681327,53461,,
2022-05-20,100.517,108.9,104.8296115,53461,,
2022-05-23,100.517,108.9,104.8296115,53461,,
2022-05-24,100.517,108.9,104.8296115,53461,,
2022-05-25,100.517,108.9,104.8296115,53461,,
2022-05-26,100.517,108.9,104.8296115,53461,,
2022-05-27,100.517,108.9,104.8296115,53461,,
2022-05-30,100.517,108.9,104.8296115,53461,,
2022-05-31,100.517,108.9,104.8296115,53461,,
